suite,figure_id,parameter_name,parameter_label,parameter_unit,parameter_value,method,mean_r1,std_r1,mean_r2,std_r2,mean_r3,std_r3,mean_total_handovers,std_total_handovers,policy_episode,eval_seed_count,training_episodes,checkpoint_kind
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,2.0,DQN_scalar,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,2.0,DQN_throughput,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,2.0,MODQN,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,2.0,RSS_max,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,-1,5,0,not-applicable
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,3.0,DQN_scalar,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,3.0,DQN_throughput,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,3.0,MODQN,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,3.0,RSS_max,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,-1,5,0,not-applicable
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,4.0,DQN_scalar,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,4.0,DQN_throughput,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,4.0,MODQN,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,4.0,RSS_max,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,-1,5,0,not-applicable
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,5.0,DQN_scalar,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,5.0,DQN_throughput,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,5.0,MODQN,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,5.0,RSS_max,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,-1,5,0,not-applicable
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,6.0,DQN_scalar,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,6.0,DQN_throughput,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,6.0,MODQN,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,6.0,RSS_max,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,-1,5,0,not-applicable
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,7.0,DQN_scalar,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,7.0,DQN_throughput,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,7.0,MODQN,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,7.0,RSS_max,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,-1,5,0,not-applicable
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,8.0,DQN_scalar,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,8.0,DQN_throughput,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,8.0,MODQN,174.61869176864622,0.5547623678954213,-0.422,0.010770329614269,-174.61869176864755,0.5547623678941013,84.4,2.1540659228538015,49,5,50,best-weighted-reward-on-eval
fig-4,Fig. 4,satellite_count,Satellite Count,satellites,8.0,RSS_max,174.61869176864622,0.5547623678954213,-0.462,0.006782329983125253,-174.61869176864755,0.5547623678941013,92.4,1.3564659966250536,-1,5,0,not-applicable
